Date,Close,abs_diff,rel_diff,avg_close,past 0,past 1,past 2,past 3,past 4,past 5,past 6,past 7,past 8,past 9,past 10,past 11,past 12,past 13,past 14,past 15,past 16,past 17,past 18,past 19,abs_diff_approve,rel_diff_approve,avg_approve,approve_estimate,president,subgroup,Neural Network,Linear Regression,AdaBoost,Selected
time,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,string,string,continuous,continuous,continuous,discrete
,,,,,,,,,,,,,,,,,,,,,,,,,,,,class,meta,meta,meta,meta,meta,meta
2019-12-31 00:00:00,0.9002165102478961,0.006094774370527967,0.006816492032707595,0.844367599121541,0.0,0.006094774370527967,-0.005934217036130396,-0.005863502165367684,0.004752609874084657,0.004347922209526844,0.00613977427575374,0.016319056228190854,0.025458160117875717,0.024571798523430055,0.025259030977404784,0.03980552072128951,0.03995322185738215,0.057255068231854556,0.06310571291445388,0.060896473047717614,0.054506297047236196,0.072797048900204,0.07579622180955004,0.08835831579270625,0.0003150020727296088,0.000576382693881023,0.5477395795997939,0.5468303961597738,Donald Trump,All polls,-1.9180115472441734,0.4946203464508848,0.5411426680385113,No
2020-01-02 00:00:00,0.9176017722713143,0.01738526202341828,0.019312309754683194,0.8478549407001017,0.0,0.01738526202341828,0.023480036393946246,0.011451044987287884,0.011521759858050595,0.022137871897502936,0.021733184232945124,0.02352503629917202,0.03370431825160913,0.042843422141293996,0.041957060546848335,0.042644293000823064,0.05719078274470779,0.05733848388080043,0.07464033025527284,0.08049097493787216,0.0782817350711359,0.07189155907065448,0.09018231092362228,0.09318148383296831,-0.007522291743495613,-0.014028419929421861,0.5478485210060324,0.5286956414591661,Donald Trump,All polls,-2.6439014535313667,0.4875980096834066,0.5411426680385113,No
2020-01-03 00:00:00,0.902830438421422,-0.014771333849892376,-0.016097759056800207,0.8504728215439741,0.0,-0.014771333849892376,0.0026139281735259035,0.00870870254405387,-0.0033202888626044924,-0.003249573991841781,0.00736653804761056,0.006961850383052748,0.008753702449279643,0.018932984401716757,0.02807208829140162,0.02718572669695596,0.027872959150930687,0.042419448894815415,0.04256715003090805,0.05986899640538046,0.06571964108797979,0.06351040122124352,0.0571202252207621,0.0754109770737299,0.0,0.0,0.5488061649833758,0.5362179332026618,Donald Trump,All polls,-0.9583118867045463,0.4981794469622226,0.5455457439514584,No
2020-01-06 00:00:00,0.9101711047989105,0.007340666377488536,0.008130724499332422,0.8533155969370663,0.0,0.007340666377488536,-0.00743066747240384,0.00995459455101444,0.016049368921542406,0.004020377514884044,0.004091092385646755,0.014707204425099096,0.014302516760541284,0.01609436882676818,0.026273650779205293,0.035412754668890156,0.034526393074444495,0.03521362552841922,0.04976011527230395,0.04990781640839659,0.067209662782869,0.07306030746546832,0.07085106759873205,0.06446089159825064,0.038718498692551895,0.07879448345096532,0.5507903850178109,0.530104305380383,Donald Trump,All polls,-1.6917080406015934,0.5327751518443112,0.5546068723084224,No
2020-01-07 00:00:00,0.9043267321531103,-0.005844372645800178,-0.006421179460507553,0.8557446986140208,0.0,-0.005844372645800178,0.0014962937316883584,-0.013275040118204018,0.004110221905214262,0.010204996275742229,-0.001823995130916134,-0.0017532802601534225,0.008862831779298919,0.008458144114741106,0.010249996180968002,0.020429278133405115,0.02956838202308998,0.028682020428644317,0.029369252882619046,0.04391574262650377,0.04406344376259641,0.06136529013706882,0.06721593481966814,0.06500669495293188,0.010697836528094473,0.022255256978895886,0.5518246889996823,0.4913858066878311,Donald Trump,All polls,-0.9750066671436847,0.5122520277703481,0.5455457439514584,No
2020-01-08 00:00:00,0.9145190276506691,0.010192295497558734,0.011270588392574745,0.8585434761871946,0.0,0.010192295497558734,0.004347922851758557,0.011688589229247093,-0.0030827446206452835,0.014302517402772996,0.020397291773300963,0.0083683003666426,0.008439015237405312,0.019055127276857653,0.01865043961229984,0.020442291678526736,0.03062157363096385,0.03976067752064871,0.03887431592620305,0.03956154838017778,0.05410803812406251,0.054255739260155145,0.07155758563462755,0.07740823031722688,-0.0010764991203001673,-0.002234492092079165,0.5548466331152748,0.48068797015973663,Donald Trump,All polls,-1.091320806360823,0.5047732926116256,0.5546068723084224,No
2020-01-09 00:00:00,0.9284232854880368,0.013904257837367706,0.015203900516642775,0.8618710861539014,0.0,0.013904257837367706,0.02409655333492644,0.018252180689126263,0.0255928470666148,0.010821513216722423,0.028206775240140702,0.03430154961066867,0.022272558204010307,0.022343273074773018,0.03295938511422536,0.03255469744966755,0.03434654951589444,0.044525831468331556,0.05366493535801642,0.05277857376357076,0.053465806217545486,0.06801229596143021,0.06815999709752285,0.08546184347199526,0.007812385856855841,0.016483489537762804,0.5585545662630517,0.4817644692800368,Donald Trump,All polls,-1.88569282851277,0.5130565536291604,0.5568759610027608,No
2020-01-10 00:00:00,0.9224185115701924,-0.006004773917844375,-0.0064677107575095115,0.8647542968880104,0.0,-0.006004773917844375,0.007899483919523331,0.018091779417082066,0.012247406771281888,0.019588073148770424,0.004816739298878048,0.022202001322296328,0.028296775692824294,0.01626778428616593,0.016338499156928643,0.026954611196380984,0.026549923531823172,0.028341775598050067,0.03852105755048718,0.047660161440172044,0.04677379984572638,0.04746103229970111,0.06200752204358584,0.062155223179678476,0.0,0.0,0.5623940711122024,0.47395208342318096,Donald Trump,All polls,-1.0030473891562046,0.515770488358844,0.5979833354310001,No
2020-01-13 00:00:00,0.9370484163207913,0.014629904750598888,0.0158603746358663,0.8681968740038571,0.0,0.014629904750598888,0.008625130832754513,0.02252938867012222,0.03272168416768095,0.026877311521880776,0.03421797789936931,0.019446644049476935,0.036831906072895215,0.04292668044342318,0.03089768903676482,0.03096840390752753,0.04158451594697987,0.04117982828242206,0.042971680348648955,0.05315096230108607,0.06229006619077093,0.06140370459632527,0.0620909370503,0.07663742679418473,-0.0007553360682217569,-0.0014541969140536226,0.5763347394216847,0.5186625746028588,Donald Trump,All polls,-1.7638868812388004,0.5270638987701802,0.5979833354310001,No
2020-01-14 00:00:00,0.9338501136287425,-0.0031983026920487934,-0.00341316659313068,0.8713232187478993,0.0,-0.0031983026920487934,0.011431602058550094,0.0054268281407057195,0.019331085978073426,0.02952338147563216,0.023679008829831982,0.03101967520732052,0.016248341357428142,0.03363360338084642,0.03972837775137439,0.027699386344716026,0.027770101215478737,0.03838621325493108,0.037981525590373266,0.03977337765660016,0.049952659609037275,0.05909176349872214,0.05820540190427648,0.058892634358251206,0.013593584836245731,0.026874117069001332,0.579218347662626,0.5194179106710806,Donald Trump,All polls,-1.7281253684228481,0.5435817076310815,0.5979833354310001,No
2020-01-15 00:00:00,0.9377935055205284,0.003943391891785941,0.004222724195203385,0.8744884704989768,0.0,0.003943391891785941,0.0007450891997371478,0.015374993950336036,0.00937022003249166,0.023274477869859367,0.0334667733674181,0.027622400721617923,0.03496306709910646,0.020191733249214083,0.03757699527263236,0.04367176964316033,0.03164277823650197,0.03171349310726468,0.04232960514671702,0.04192491748215921,0.0437167695483861,0.05389605150082322,0.06303515539050808,0.06214879379606242,-0.023815705744585025,-0.044965825519235315,0.5822083695122033,0.5058243258348348,Donald Trump,All polls,-1.2502287600105824,0.5160571300746736,0.5568759610027608,No
2020-01-16 00:00:00,0.955467740432516,0.017674234911987607,0.018846614871272673,0.8783446262100978,0.0,0.017674234911987607,0.02161762680377355,0.018419324111724755,0.03304922886232364,0.027044454944479268,0.040948712781846974,0.05114100827940571,0.04529663563360553,0.05263730201109407,0.03786596816120169,0.05525123018461997,0.06134600455514794,0.049317013148489575,0.049387728019252286,0.06000384005870463,0.059599152394146815,0.06139100446037371,0.07157028641281082,0.08070939030249569,0.00730164066880068,0.013978752850611028,0.5860275716960718,0.5296400315794199,Donald Trump,All polls,-2.9286710929041924,0.5400287087229797,0.5979833354310001,No
2020-01-17 00:00:00,0.9636947684044502,0.008227027971934198,0.008610470833021477,0.8824089186955432,0.0,0.008227027971934198,0.025901262883921805,0.029844654775707746,0.026646352083658953,0.04127625683425784,0.035271482916413466,0.04917574075378117,0.059368036251339906,0.05352366360553973,0.060864329983028265,0.04609299613313589,0.06347825815655417,0.06957303252708213,0.05754404112042377,0.057614755991186484,0.06823086803063882,0.06782618036608101,0.06961803243230791,0.07979731438474502,0.0,0.0,0.5888469487019043,0.5223383909106192,Donald Trump,All polls,-2.9289331857031407,0.5374781313928679,0.5979833354310001,No
2020-01-21 00:00:00,0.9580238105758159,-0.00567095782863436,-0.005884598968575531,0.886009627832699,0.0,-0.00567095782863436,0.002556070143299838,0.020230305055287445,0.024173696947073386,0.020975394255024593,0.03560529900562348,0.029600525087779106,0.04350478292514681,0.053697078422705546,0.04785270577690537,0.055193372154393905,0.04042203830450153,0.05780730032791981,0.06390207469844777,0.05187308329178941,0.051943798162552124,0.06255991020200447,0.06215522253744665,0.06394707460367355,0.027495306653946117,0.056732230604943076,0.6015286884985198,0.5121457546891657,Donald Trump,All polls,-2.320363254464251,0.5712021815803116,0.5979833354310001,No
2020-01-22 00:00:00,0.9586403281590279,0.0006165175832120173,0.0006435304760206478,0.8894682326101433,0.0,0.0006165175832120173,-0.0050544402454223425,0.003172587726511855,0.020846822638499463,0.024790214530285404,0.02159191183823661,0.0362218165888355,0.030217042670991123,0.04412130050835883,0.054313596005917564,0.048469223360117386,0.05580988973760592,0.041038555887713546,0.058423817911131826,0.06451859228165979,0.05248960087500143,0.05256031574576414,0.06317642778521648,0.06277174012065867,-0.06388469111049905,-0.11646415134603241,0.6059978351889875,0.48465044803521956,Donald Trump,All polls,-2.00478377676664,0.5057379119872488,0.5571589259828744,No
2020-01-23 00:00:00,0.9610744121317719,0.0024340839727440278,0.0025391000642633445,0.8928780506826018,0.0,0.0024340839727440278,0.003050601555956045,-0.0026203562726783147,0.005606671699255883,0.02328090661124349,0.02722429850302943,0.024025995810980638,0.038655900561579526,0.03265112664373515,0.04655538448110286,0.05674767997866159,0.050903307332861414,0.05824397371034995,0.043472639860457574,0.06085790188387585,0.06695267625440382,0.05492368484774546,0.05499439971850817,0.06561051175796051,-0.03352048041556688,-0.057589813636454545,0.6120652045466759,0.5485351391457186,Donald Trump,All polls,-1.9408711690372051,0.535365580379655,0.5806705433895771,No
2020-01-24 00:00:00,0.9417624550310342,-0.019311957100737742,-0.020094130951305366,0.8952058794610986,0.0,-0.019311957100737742,-0.016877873127993714,-0.016261355544781697,-0.021932313373416057,-0.01370528540148186,0.003968949510505748,0.00791234140229169,0.004714038710242896,0.019343943460841784,0.013339169542997409,0.027243427380365115,0.03743572287792385,0.03159135023212367,0.03893201660961221,0.02416068275971983,0.04154594478313811,0.04764071915366608,0.035611727747007715,0.03568244261777043,0.0,0.0,0.6152417078167237,0.5820556195612855,Donald Trump,All polls,-0.9422235984271586,0.5693611219774587,0.5979833354310001,No
2020-01-27 00:00:00,0.908469096480782,-0.03329335855025217,-0.03535217913729331,0.8958374612239407,0.0,-0.03329335855025217,-0.052605315650989914,-0.05017123167824589,-0.04955471409503387,-0.05522567192366823,-0.04699864395173403,-0.029324409039746424,-0.025381017147960483,-0.028579319840009276,-0.013949415089410389,-0.019954189007254763,-0.006049931169887057,0.004142364327671677,-0.0017020083181285006,0.0056386580593600355,-0.00913267579053234,0.008252586232885939,0.014347360603413906,0.002318369196755543,-0.026675368316548154,-0.044634732730240316,0.6202181197154724,0.5709615440470416,Donald Trump,All polls,1.312891944133657,0.5616647159575175,0.5571589259828744,No
2020-01-28 00:00:00,0.9294123476711174,0.020943251190335355,0.02305334211821941,0.8974362653404728,0.0,0.020943251190335355,-0.012350107359916818,-0.03166206446065456,-0.029227980487910532,-0.028611462904698515,-0.034282420733332875,-0.026055392761398677,-0.00838115784941107,-0.004437765957625128,-0.007636068649673922,0.006993836100924966,0.0009890621830805912,0.014893320020448297,0.02508561551800703,0.019241242872206854,0.02658190924969539,0.011810575399803014,0.029195837423221294,0.03529061179374926,0.02130633885562494,0.03696894827051139,0.6226809484988939,0.5976369123635897,Donald Trump,All polls,-0.1721729013985217,0.5950305346893573,0.605648561895399,No
2020-01-29 00:00:00,0.9275883525402011,-0.001823995130916245,-0.0019625249645480168,0.8988720790166503,0.0,-0.001823995130916245,0.01911925605941911,-0.014174102490833063,-0.033486059591570805,-0.031051975618826777,-0.03043545803561476,-0.03610641586424912,-0.027879387892314922,-0.010205152980327314,-0.006261761088541373,-0.009460063780590167,0.005169840970008721,-0.0008349329478356537,0.013069324889532052,0.023261620387090787,0.01741724774129061,0.024757914118779145,0.009986580268886769,0.02737184229230505,0.010652069252928165,0.018830603054107508,0.6239331503056591,0.5763305735079648,Donald Trump,All polls,0.5859085012310922,0.5892455549543557,0.5979833354310001,No
2020-01-30 00:00:00,0.9341776583233853,0.006589305783184174,0.007103695356641579,0.9005532970788759,0.0,0.006589305783184174,0.004765310652267929,0.025708561842603284,-0.007584796707648889,-0.02689675380838663,-0.024462669835642603,-0.023846152252430586,-0.029517110081064946,-0.021290082109130748,-0.0036158471971431405,0.00032754469464280067,-0.0028707579974059927,0.011759146753192895,0.00575437283534852,0.019658630672716226,0.02985092617027496,0.024006553524474783,0.03134721990196332,0.016575886052070943,-0.05247121282399014,-0.08488429725974021,0.6263132791455438,0.5656785042550366,Donald Trump,All polls,1.6507092852229057,0.5467510740682701,0.5979833354310001,No
